customer_id,age,gender,employment_type,monthly_income,loan_amount,transaction_count,avg_monthly_spend,savings_ratio,mobile_recharge_freq,missed_payments,income_to_loan_ratio,spend_to_income_ratio,credit_risk,risk_category,loan_eligibility,credit_score
CUST001541,60,Male,Salaried,33395,263446,242,91633,0.23,11,1,0.13,2.74,1,Medium Risk,Eligible with Conditions,566
CUST001542,48,Male,Unemployed,28202,482698,168,67766,0.14,8,1,0.06,2.4,1,Medium Risk,Eligible with Conditions,548
CUST001543,53,Male,Salaried,111235,250620,101,68711,0.13,11,4,0.44,0.62,1,High Risk,Not Eligible,366
CUST001544,61,Female,Self-Employed,53510,535929,261,6217,0.24,10,5,0.1,0.12,1,High Risk,Not Eligible,328
CUST001545,33,Female,Self-Employed,95945,431925,266,83642,0.43,9,3,0.22,0.87,1,High Risk,Not Eligible,486
CUST001546,63,Male,Self-Employed,78649,116119,297,33359,0.27,1,3,0.68,0.42,1,High Risk,Not Eligible,454
CUST001547,45,Male,Salaried,114723,437525,262,56509,0.04,13,2,0.26,0.49,1,Medium Risk,Eligible with Conditions,468
CUST001548,62,Male,Self-Employed,10881,282768,253,64970,0.09,1,5,0.04,5.97,1,High Risk,Not Eligible,300
CUST001549,56,Female,Student,53913,14966,249,25357,0.22,11,0,3.6,0.47,0,Low Risk,Eligible,744
CUST001550,47,Male,Self-Employed,119860,225422,255,45354,0.47,5,0,0.53,0.38,0,Low Risk,Eligible,794
CUST001551,58,Male,Salaried,92785,170261,127,41570,0.1,9,2,0.54,0.45,1,Medium Risk,Eligible with Conditions,480
CUST001552,27,Male,Self-Employed,70457,76301,173,10034,0.41,7,1,0.92,0.14,0,Low Risk,Eligible,722
CUST001553,25,Female,Self-Employed,147728,415439,179,19263,0.11,7,2,0.36,0.13,1,Medium Risk,Eligible with Conditions,482
CUST001554,63,Male,Salaried,13741,500521,273,45180,0.17,2,2,0.03,3.29,1,Medium Risk,Eligible with Conditions,494
CUST001555,51,Female,Unemployed,105091,345327,208,53099,0.15,3,3,0.3,0.51,1,High Risk,Not Eligible,430
CUST001556,43,Female,Salaried,36690,9959,70,77312,0.08,4,2,3.68,2.11,1,Medium Risk,Eligible with Conditions,476
CUST001557,62,Female,Self-Employed,40833,317946,63,78348,0.48,2,6,0.13,1.92,1,High Risk,Not Eligible,316
CUST001558,30,Female,Self-Employed,110566,390939,223,88275,0.34,10,1,0.28,0.8,1,Medium Risk,Eligible with Conditions,588
CUST001559,52,Female,Self-Employed,79240,32215,270,29925,0.59,9,0,2.46,0.38,0,Low Risk,Eligible,818
CUST001560,63,Female,Student,114898,60046,145,22575,0.1,5,4,1.91,0.2,1,High Risk,Not Eligible,360
CUST001561,50,Male,Unemployed,85711,361737,240,25231,0.13,13,5,0.24,0.29,1,High Risk,Not Eligible,306
CUST001562,59,Male,Salaried,47023,432310,222,79935,0.24,7,2,0.11,1.7,1,Medium Risk,Eligible with Conditions,508
CUST001563,51,Male,Salaried,48209,172198,19,50731,0.54,11,5,0.28,1.05,1,High Risk,Not Eligible,388
CUST001564,38,Female,Salaried,101590,346180,142,26100,0.23,9,2,0.29,0.26,1,Medium Risk,Eligible with Conditions,506
CUST001565,56,Male,Self-Employed,94612,546060,236,13768,0.3,5,6,0.17,0.15,1,High Risk,Not Eligible,300
CUST001566,22,Female,Student,88522,581231,93,62337,0.23,6,5,0.15,0.7,1,High Risk,Not Eligible,326
CUST001567,34,Female,Salaried,119654,336012,81,53697,0.08,4,3,0.36,0.45,1,High Risk,Not Eligible,416
CUST001568,33,Female,Salaried,127107,316999,140,14357,0.66,14,3,0.4,0.11,1,High Risk,Not Eligible,532
CUST001569,49,Male,Salaried,147032,324349,114,69973,0.4,8,5,0.45,0.48,1,High Risk,Not Eligible,360
CUST001570,32,Female,Student,30462,219051,95,27946,0.56,1,2,0.14,0.92,1,Medium Risk,Eligible with Conditions,572
CUST001571,59,Female,Salaried,25821,443350,194,89424,0.47,1,6,0.06,3.46,1,High Risk,Not Eligible,314
CUST001572,22,Male,Salaried,100889,555162,77,74038,0.37,5,6,0.18,0.73,1,High Risk,Not Eligible,300
CUST001573,52,Male,Self-Employed,96952,530589,177,58149,0.09,10,2,0.18,0.6,1,Medium Risk,Eligible with Conditions,478
CUST001574,33,Female,Student,126066,325161,39,8566,0.46,9,1,0.39,0.07,0,Low Risk,Not Eligible,732
CUST001575,47,Female,Self-Employed,87364,572607,214,44576,0.13,2,0,0.15,0.51,1,Low Risk,Not Eligible,606
CUST001576,61,Male,Self-Employed,78077,222291,137,56318,0.31,11,0,0.35,0.72,0,Low Risk,Not Eligible,762
CUST001577,37,Male,Salaried,48644,289599,287,72550,0.45,3,6,0.17,1.49,1,High Risk,Not Eligible,310
CUST001578,60,Male,Self-Employed,70643,324177,202,54408,0.55,8,4,0.22,0.77,1,High Risk,Not Eligible,450
CUST001579,51,Female,Self-Employed,21311,509283,36,56506,0.49,5,0,0.04,2.65,1,Low Risk,Not Eligible,678
CUST001580,54,Male,Unemployed,137466,508294,140,82149,0.48,3,4,0.27,0.6,1,High Risk,Not Eligible,436
CUST001581,44,Male,Salaried,38531,194432,252,43167,0.13,6,3,0.2,1.12,1,High Risk,Not Eligible,426
CUST001582,55,Male,Salaried,22588,480634,150,36699,0.26,6,4,0.05,1.62,1,High Risk,Not Eligible,392
CUST001583,26,Female,Salaried,57416,374068,147,52545,0.06,14,4,0.15,0.92,1,High Risk,Not Eligible,352
CUST001584,39,Male,Salaried,29711,37735,238,55429,0.51,5,0,0.79,1.87,0,Low Risk,Eligible,802
CUST001585,50,Male,Student,144169,246207,48,90350,0.67,5,6,0.59,0.63,1,High Risk,Not Eligible,354
CUST001586,27,Male,Salaried,124348,133305,36,26386,0.21,6,2,0.93,0.21,0,Medium Risk,Eligible with Conditions,622
CUST001587,30,Male,Self-Employed,30076,419927,235,62273,0.09,2,6,0.07,2.07,1,High Risk,Not Eligible,300
CUST001588,61,Male,Salaried,92274,272774,32,44585,0.35,6,3,0.34,0.48,1,High Risk,Not Eligible,470
CUST001589,52,Female,Salaried,65609,70488,164,10509,0.6,2,1,0.93,0.16,0,Low Risk,Eligible,760
CUST001590,54,Female,Self-Employed,66480,139278,211,90852,0.4,3,4,0.48,1.37,1,High Risk,Not Eligible,420
CUST001591,48,Female,Salaried,15044,527059,22,79607,0.06,2,4,0.03,5.29,1,High Risk,Not Eligible,352
CUST001592,35,Male,Salaried,63486,286097,107,96278,0.68,1,5,0.22,1.52,1,High Risk,Not Eligible,416
CUST001593,50,Female,Self-Employed,63162,368076,74,81764,0.59,12,4,0.17,1.29,1,High Risk,Not Eligible,458
CUST001594,57,Female,Self-Employed,37882,263946,123,80150,0.12,1,6,0.14,2.12,1,High Risk,Not Eligible,300
CUST001595,49,Female,Salaried,62078,83930,143,78837,0.65,9,2,0.74,1.27,0,Medium Risk,Eligible with Conditions,710
CUST001596,42,Male,Unemployed,66734,191988,164,66305,0.33,13,1,0.35,0.99,0,Low Risk,Not Eligible,706
CUST001597,24,Male,Self-Employed,116730,268211,236,45851,0.28,4,6,0.44,0.39,1,High Risk,Not Eligible,300
CUST001598,40,Female,Self-Employed,95985,317802,152,79910,0.34,5,5,0.3,0.83,1,High Risk,Not Eligible,348
CUST001599,52,Female,Salaried,52028,581453,247,37407,0.59,10,6,0.09,0.72,1,High Risk,Not Eligible,338
CUST001600,56,Male,Salaried,106938,347925,39,49606,0.47,14,0,0.31,0.46,0,Low Risk,Not Eligible,794
CUST001601,24,Male,Salaried,126319,145931,243,82518,0.07,7,3,0.87,0.65,1,High Risk,Not Eligible,414
CUST001602,47,Female,Salaried,40543,558452,153,99794,0.67,2,2,0.07,2.46,1,Medium Risk,Eligible with Conditions,594
CUST001603,37,Male,Salaried,132279,109946,115,48652,0.13,12,1,1.2,0.37,1,Medium Risk,Eligible with Conditions,546
CUST001604,32,Female,Unemployed,37362,216985,21,13248,0.53,11,3,0.17,0.35,1,High Risk,Not Eligible,506
CUST001605,42,Male,Self-Employed,149129,366395,230,13515,0.46,10,0,0.41,0.09,0,Low Risk,Eligible,792
CUST001606,37,Female,Salaried,50915,550061,144,95345,0.16,9,3,0.09,1.87,1,High Risk,Not Eligible,432
CUST001607,30,Female,Self-Employed,59370,455511,148,13830,0.14,12,5,0.13,0.23,1,High Risk,Not Eligible,308
CUST001608,21,Male,Salaried,119375,563227,264,63631,0.61,4,4,0.21,0.53,1,High Risk,Not Eligible,462
CUST001609,42,Female,Self-Employed,77812,256442,221,9799,0.31,10,4,0.3,0.13,1,High Risk,Not Eligible,402
CUST001610,46,Female,Self-Employed,42017,279962,166,77083,0.47,10,2,0.15,1.83,1,Medium Risk,Eligible with Conditions,554
CUST001611,38,Female,Self-Employed,64792,276479,96,17328,0.37,13,3,0.23,0.27,1,High Risk,Not Eligible,474
CUST001612,34,Male,Unemployed,137198,506571,178,15679,0.52,13,6,0.27,0.11,1,High Risk,Not Eligible,324
CUST001613,49,Male,Salaried,25629,322152,209,24058,0.35,1,4,0.08,0.94,1,High Risk,Not Eligible,410
CUST001614,32,Male,Self-Employed,136614,261445,157,49696,0.22,8,2,0.52,0.36,0,Medium Risk,Eligible with Conditions,624
CUST001615,56,Female,Unemployed,147317,270721,107,88442,0.27,4,2,0.54,0.6,0,Medium Risk,Eligible with Conditions,634
CUST001616,55,Male,Self-Employed,104950,78916,206,41872,0.61,7,5,1.33,0.4,1,High Risk,Not Eligible,402
CUST001617,32,Female,Self-Employed,72829,431141,284,57971,0.34,3,2,0.17,0.8,1,Medium Risk,Eligible with Conditions,528
CUST001618,27,Female,Unemployed,18588,64314,69,85083,0.17,11,0,0.29,4.58,1,Low Risk,Not Eligible,614
CUST001619,49,Male,Salaried,139514,409311,121,26306,0.66,12,6,0.34,0.19,1,High Risk,Not Eligible,352
CUST001620,31,Male,Unemployed,113280,241576,157,31210,0.56,9,4,0.47,0.28,1,High Risk,Not Eligible,452
CUST001621,53,Female,Salaried,48721,61680,160,48693,0.07,13,4,0.79,1.0,1,High Risk,Not Eligible,354
CUST001622,26,Female,Self-Employed,18599,33400,168,31239,0.7,5,1,0.56,1.68,0,Low Risk,Eligible,780
CUST001623,35,Male,Student,80594,511367,86,96366,0.5,5,0,0.16,1.2,1,Low Risk,Not Eligible,680
CUST001624,52,Male,Salaried,142011,92110,10,71917,0.14,3,4,1.54,0.51,1,High Risk,Not Eligible,368
CUST001625,31,Male,Self-Employed,30149,295706,71,97377,0.19,11,5,0.1,3.23,1,High Risk,Not Eligible,318
CUST001626,43,Female,Salaried,135616,23510,242,10447,0.49,9,4,5.77,0.08,1,High Risk,Not Eligible,438
CUST001627,46,Female,Unemployed,149280,590896,76,88904,0.55,3,1,0.25,0.6,1,Medium Risk,Eligible with Conditions,630
CUST001628,54,Female,Student,117034,470705,99,23271,0.19,2,3,0.25,0.2,1,High Risk,Not Eligible,438
CUST001629,54,Female,Self-Employed,28951,319326,82,68875,0.2,11,3,0.09,2.38,1,High Risk,Not Eligible,440
CUST001630,49,Female,Self-Employed,54766,556171,71,88510,0.24,13,0,0.1,1.62,1,Low Risk,Not Eligible,628
CUST001631,24,Male,Student,65014,502125,180,95045,0.43,9,2,0.13,1.46,1,Medium Risk,Eligible with Conditions,546
CUST001632,37,Male,Salaried,95122,540382,176,59843,0.15,12,1,0.18,0.63,1,Medium Risk,Eligible with Conditions,550
CUST001633,55,Female,Salaried,17308,541932,259,29221,0.1,12,1,0.03,1.69,1,Medium Risk,Eligible with Conditions,540
CUST001634,33,Female,Self-Employed,67252,237380,67,67388,0.48,9,4,0.28,1.0,1,High Risk,Not Eligible,436
CUST001635,61,Male,Salaried,91211,90834,250,95799,0.55,10,5,1.0,1.05,1,High Risk,Not Eligible,390
CUST001636,59,Male,Salaried,134534,376126,196,59467,0.37,12,4,0.36,0.44,1,High Risk,Not Eligible,414
CUST001637,35,Male,Salaried,16720,458962,75,76269,0.27,13,5,0.04,4.56,1,High Risk,Not Eligible,334
CUST001638,49,Male,Salaried,134204,57748,233,73585,0.32,4,1,2.32,0.55,0,Low Risk,Eligible,704
CUST001639,49,Female,Student,87993,67651,67,46086,0.29,4,2,1.3,0.52,0,Medium Risk,Eligible with Conditions,638
CUST001640,31,Male,Self-Employed,55113,303951,249,89624,0.67,13,3,0.18,1.63,1,High Risk,Not Eligible,534
CUST001641,52,Female,Self-Employed,56926,33669,11,84144,0.54,11,0,1.69,1.48,0,Low Risk,Eligible,808
CUST001642,22,Male,Salaried,144464,405498,264,3638,0.17,10,6,0.36,0.03,1,High Risk,Not Eligible,300
CUST001643,34,Male,Salaried,33905,293683,93,76245,0.29,13,5,0.12,2.25,1,High Risk,Not Eligible,338
CUST001644,40,Male,Salaried,58385,238670,181,73679,0.39,13,3,0.24,1.26,1,High Risk,Not Eligible,478
CUST001645,42,Female,Self-Employed,38653,399289,208,65934,0.44,6,0,0.1,1.71,1,Low Risk,Not Eligible,668
CUST001646,31,Female,Self-Employed,99865,30741,138,69760,0.34,9,2,3.25,0.7,0,Medium Risk,Eligible with Conditions,648
CUST001647,47,Male,Unemployed,133813,158358,86,50234,0.57,8,1,0.85,0.38,0,Low Risk,Eligible,754
CUST001648,23,Female,Self-Employed,23052,8599,25,64049,0.54,10,2,2.68,2.78,0,Medium Risk,Eligible with Conditions,688
CUST001649,37,Female,Self-Employed,145116,133513,132,66843,0.37,3,5,1.09,0.46,1,High Risk,Not Eligible,354
CUST001650,64,Male,Self-Employed,29381,282533,199,51047,0.6,6,1,0.1,1.74,1,Medium Risk,Eligible with Conditions,640
CUST001651,48,Male,Unemployed,91108,507865,198,12741,0.53,13,4,0.18,0.14,1,High Risk,Not Eligible,446
CUST001652,49,Female,Self-Employed,57892,279462,188,66004,0.55,7,0,0.21,1.14,1,Low Risk,Not Eligible,690
CUST001653,41,Female,Salaried,99501,270199,251,64489,0.67,6,4,0.37,0.65,1,High Risk,Not Eligible,474
CUST001654,36,Female,Self-Employed,91391,109817,164,25991,0.21,3,1,0.83,0.28,0,Low Risk,Eligible,682
CUST001655,57,Male,Self-Employed,25920,9642,198,29081,0.21,14,6,2.69,1.12,1,High Risk,Not Eligible,300
CUST001656,40,Male,Self-Employed,24702,490910,114,60304,0.63,14,0,0.05,2.44,1,Low Risk,Not Eligible,706
CUST001657,26,Female,Salaried,9894,538609,70,18642,0.55,14,0,0.02,1.88,1,Low Risk,Not Eligible,690
CUST001658,39,Male,Student,38985,347112,258,78103,0.65,13,4,0.11,2.0,1,High Risk,Not Eligible,470
CUST001659,25,Male,Unemployed,133702,457834,287,20399,0.07,13,0,0.29,0.15,1,Low Risk,Not Eligible,594
CUST001660,23,Female,Salaried,81527,526315,64,36103,0.45,9,1,0.15,0.44,1,Medium Risk,Eligible with Conditions,610
CUST001661,21,Female,Student,136676,424260,122,18330,0.13,4,6,0.32,0.13,1,High Risk,Not Eligible,300
CUST001662,58,Male,Salaried,50235,158043,48,19464,0.37,2,5,0.32,0.39,1,High Risk,Not Eligible,354
CUST001663,35,Male,Salaried,32976,376906,214,5134,0.13,9,5,0.09,0.16,1,High Risk,Not Eligible,306
CUST001664,54,Female,Salaried,90643,78820,40,52409,0.12,3,1,1.15,0.58,1,Medium Risk,Eligible with Conditions,544
CUST001665,55,Male,Salaried,115631,556764,23,98198,0.04,6,4,0.21,0.85,1,High Risk,Not Eligible,348
CUST001666,45,Male,Student,64697,527117,95,3184,0.45,5,2,0.12,0.05,1,Medium Risk,Eligible with Conditions,550
CUST001667,44,Female,Salaried,78382,460899,216,98923,0.27,14,1,0.17,1.26,1,Medium Risk,Eligible with Conditions,574
CUST001668,32,Female,Salaried,24651,125355,226,52274,0.1,13,5,0.2,2.12,1,High Risk,Not Eligible,300
CUST001669,38,Male,Salaried,22633,75047,221,75799,0.25,2,1,0.3,3.35,0,Low Risk,Not Eligible,690
CUST001670,35,Male,Salaried,87164,146868,227,58810,0.14,1,0,0.59,0.67,1,Low Risk,Eligible,608
CUST001671,64,Male,Salaried,8569,8881,102,81727,0.66,9,0,0.96,9.54,0,Low Risk,Eligible,832
CUST001672,36,Female,Self-Employed,75509,544956,23,72050,0.24,3,1,0.14,0.95,1,Medium Risk,Eligible with Conditions,568
CUST001673,47,Male,Salaried,131425,236789,30,35734,0.25,7,4,0.56,0.27,1,High Risk,Not Eligible,390
CUST001674,28,Male,Student,109126,170384,32,74613,0.59,9,2,0.64,0.68,0,Medium Risk,Eligible with Conditions,698
CUST001675,45,Female,Student,135522,33106,68,53546,0.46,9,0,4.09,0.4,0,Low Risk,Eligible,792
CUST001676,37,Female,Salaried,41038,599608,227,38120,0.51,12,5,0.07,0.93,1,High Risk,Not Eligible,382
CUST001677,49,Male,Student,46138,326546,84,51484,0.46,10,6,0.14,1.12,1,High Risk,Not Eligible,312
CUST001678,28,Female,Salaried,118740,126649,55,63563,0.66,6,0,0.94,0.54,0,Low Risk,Eligible,832
CUST001679,35,Female,Salaried,119174,371074,106,78036,0.17,8,5,0.32,0.65,1,High Risk,Not Eligible,314
CUST001680,47,Male,Salaried,57272,497665,180,83528,0.69,9,6,0.12,1.46,1,High Risk,Not Eligible,358
CUST001681,27,Female,Salaried,145980,472854,14,58113,0.59,3,2,0.31,0.4,0,Medium Risk,Eligible with Conditions,698
CUST001682,23,Female,Self-Employed,149916,589027,241,56096,0.42,6,6,0.25,0.37,1,High Risk,Not Eligible,304
CUST001683,49,Male,Self-Employed,59455,253765,104,13133,0.47,5,0,0.23,0.22,1,Low Risk,Not Eligible,674
CUST001684,64,Female,Salaried,76447,271651,232,9405,0.46,7,6,0.28,0.12,1,High Risk,Not Eligible,312
CUST001685,44,Male,Self-Employed,85108,182375,68,33269,0.07,7,4,0.47,0.39,1,High Risk,Not Eligible,354
CUST001686,23,Male,Salaried,46333,107552,23,85410,0.18,9,5,0.43,1.84,1,High Risk,Not Eligible,316
CUST001687,40,Female,Self-Employed,129219,160739,145,99993,0.67,1,0,0.8,0.77,0,Low Risk,Eligible,834
CUST001688,35,Female,Salaried,91029,135514,29,20085,0.39,6,0,0.67,0.22,0,Low Risk,Eligible,778
CUST001689,45,Female,Salaried,47697,471779,232,38702,0.28,5,1,0.1,0.81,1,Medium Risk,Eligible with Conditions,576
CUST001690,50,Male,Salaried,25634,30530,93,82883,0.54,4,4,0.84,3.23,1,High Risk,Not Eligible,448
CUST001691,34,Female,Salaried,133520,246348,96,16502,0.38,10,4,0.54,0.12,1,High Risk,Not Eligible,416
CUST001692,27,Male,Self-Employed,32561,20305,46,49479,0.04,12,1,1.6,1.52,1,Medium Risk,Eligible with Conditions,528
CUST001693,37,Female,Student,63063,114097,299,82384,0.52,11,6,0.55,1.31,1,High Risk,Not Eligible,324
CUST001694,64,Female,Salaried,33921,484425,85,90957,0.52,14,5,0.07,2.68,1,High Risk,Not Eligible,384
CUST001695,40,Female,Self-Employed,27340,497049,111,17426,0.14,1,3,0.06,0.64,1,High Risk,Not Eligible,428
CUST001696,56,Male,Self-Employed,70781,57044,115,73231,0.67,4,2,1.24,1.03,0,Medium Risk,Eligible with Conditions,714
CUST001697,29,Female,Student,22901,135436,281,18860,0.18,10,4,0.17,0.82,1,High Risk,Not Eligible,376
CUST001698,58,Female,Salaried,18638,94363,218,49865,0.34,11,3,0.2,2.68,1,High Risk,Not Eligible,468
CUST001699,42,Male,Self-Employed,52324,325961,235,50404,0.11,7,5,0.16,0.96,1,High Risk,Not Eligible,302
CUST001700,22,Male,Unemployed,96356,575954,125,94246,0.43,4,2,0.17,0.98,1,Medium Risk,Eligible with Conditions,546
CUST001701,44,Female,Self-Employed,40642,424389,138,60423,0.28,1,4,0.1,1.49,1,High Risk,Not Eligible,396
CUST001702,28,Female,Salaried,33378,462183,212,93947,0.27,10,0,0.07,2.81,1,Low Risk,Not Eligible,634
CUST001703,31,Female,Salaried,58867,411201,261,77379,0.58,1,4,0.14,1.31,1,High Risk,Not Eligible,456
CUST001704,33,Male,Salaried,81686,27525,189,34152,0.04,1,2,2.97,0.42,1,Medium Risk,Eligible with Conditions,468
CUST001705,37,Male,Self-Employed,50875,117293,290,84109,0.56,11,6,0.43,1.65,1,High Risk,Not Eligible,332
CUST001706,28,Male,Self-Employed,126171,106046,184,33737,0.41,10,3,1.19,0.27,1,High Risk,Not Eligible,482
CUST001707,41,Male,Salaried,108061,42403,52,57325,0.69,5,6,2.55,0.53,1,High Risk,Not Eligible,358
CUST001708,38,Female,Self-Employed,72377,173265,91,41767,0.42,7,0,0.42,0.58,0,Low Risk,Eligible,784
CUST001709,50,Male,Self-Employed,62691,505181,23,96792,0.07,9,2,0.12,1.54,1,Medium Risk,Eligible with Conditions,474
CUST001710,38,Male,Self-Employed,57063,402046,50,44705,0.06,8,5,0.14,0.78,1,High Risk,Not Eligible,300
CUST001711,51,Male,Self-Employed,99782,136605,60,5002,0.62,2,6,0.73,0.05,1,High Risk,Not Eligible,344
CUST001712,58,Female,Student,86343,157018,233,85159,0.59,9,2,0.55,0.99,0,Medium Risk,Eligible with Conditions,698
CUST001713,52,Female,Salaried,91071,290648,149,63237,0.26,4,4,0.31,0.69,1,High Risk,Not Eligible,392
CUST001714,31,Male,Student,144564,322859,96,58713,0.44,12,5,0.45,0.41,1,High Risk,Not Eligible,368
CUST001715,45,Male,Salaried,129399,566143,86,44815,0.36,10,1,0.23,0.35,1,Medium Risk,Eligible with Conditions,592
CUST001716,53,Female,Salaried,39357,46721,229,67997,0.68,11,1,0.84,1.73,0,Low Risk,Eligible,776
CUST001717,58,Female,Salaried,40314,116597,83,63859,0.67,5,6,0.35,1.58,1,High Risk,Not Eligible,354
CUST001718,61,Female,Salaried,78283,177922,154,66236,0.69,12,0,0.44,0.85,0,Low Risk,Eligible,838
CUST001719,28,Female,Salaried,67567,367803,287,90787,0.61,11,2,0.18,1.34,1,Medium Risk,Eligible with Conditions,582
CUST001720,31,Female,Salaried,55006,301867,164,81243,0.64,5,3,0.18,1.48,1,High Risk,Not Eligible,528
CUST001721,42,Female,Student,149758,534827,160,92653,0.18,4,0,0.28,0.62,1,Low Risk,Not Eligible,616
CUST001722,44,Female,Salaried,69606,368284,160,25743,0.59,13,5,0.19,0.37,1,High Risk,Not Eligible,398
CUST001723,61,Female,Self-Employed,26891,157383,206,59739,0.5,6,6,0.17,2.22,1,High Risk,Not Eligible,320
CUST001724,37,Male,Salaried,109732,384129,121,79326,0.68,1,0,0.29,0.72,1,Low Risk,Not Eligible,716
CUST001725,32,Male,Unemployed,37877,353125,158,84132,0.41,2,6,0.11,2.22,1,High Risk,Not Eligible,302
CUST001726,52,Male,Self-Employed,22026,398399,123,33339,0.09,4,4,0.06,1.51,1,High Risk,Not Eligible,358
CUST001727,35,Male,Salaried,28422,482982,203,37121,0.43,4,5,0.06,1.31,1,High Risk,Not Eligible,366
CUST001728,36,Male,Self-Employed,148316,199202,267,45995,0.49,8,3,0.74,0.31,1,High Risk,Not Eligible,498
CUST001729,42,Male,Self-Employed,41481,326721,188,55032,0.18,9,2,0.13,1.33,1,Medium Risk,Eligible with Conditions,496
CUST001730,48,Female,Self-Employed,97180,293152,152,52831,0.29,12,5,0.33,0.54,1,High Risk,Not Eligible,338
CUST001731,40,Female,Self-Employed,117384,446157,170,44446,0.43,4,2,0.26,0.38,1,Medium Risk,Eligible with Conditions,546
CUST001732,53,Male,Self-Employed,66031,572044,79,48678,0.28,6,2,0.12,0.74,1,Medium Risk,Eligible with Conditions,516
CUST001733,30,Male,Self-Employed,147593,426128,240,23698,0.28,4,0,0.35,0.16,0,Low Risk,Not Eligible,756
CUST001734,60,Female,Salaried,140818,186731,276,83252,0.12,4,4,0.75,0.59,1,High Risk,Not Eligible,364
CUST001735,52,Female,Salaried,91127,217584,183,99342,0.66,12,0,0.42,1.09,0,Low Risk,Eligible,832
CUST001736,53,Female,Student,100254,305767,287,86404,0.53,11,1,0.33,0.86,0,Low Risk,Not Eligible,746
CUST001737,22,Male,Salaried,76232,61690,55,50918,0.03,12,1,1.24,0.67,1,Medium Risk,Eligible with Conditions,526
CUST001738,53,Female,Self-Employed,88224,103980,79,99666,0.54,9,2,0.85,1.13,0,Medium Risk,Eligible with Conditions,688
CUST001739,53,Male,Salaried,37960,421850,148,60235,0.53,14,4,0.09,1.59,1,High Risk,Not Eligible,446
CUST001740,61,Male,Self-Employed,95695,522926,192,9125,0.04,4,5,0.18,0.1,1,High Risk,Not Eligible,300
CUST001741,33,Female,Unemployed,138066,520717,127,50511,0.28,13,2,0.27,0.37,1,Medium Risk,Eligible with Conditions,516
CUST001742,50,Female,Salaried,146982,312410,255,32046,0.44,6,5,0.47,0.22,1,High Risk,Not Eligible,368
CUST001743,53,Male,Salaried,10693,166080,134,91296,0.33,14,2,0.06,8.54,1,Medium Risk,Eligible with Conditions,526
CUST001744,33,Female,Self-Employed,123313,587992,256,13114,0.55,13,0,0.21,0.11,1,Low Risk,Not Eligible,690
CUST001745,46,Female,Student,36810,461082,184,3637,0.32,9,2,0.08,0.1,1,Medium Risk,Eligible with Conditions,524
CUST001746,42,Male,Salaried,28092,384518,114,41634,0.13,3,2,0.07,1.48,1,Medium Risk,Eligible with Conditions,486
CUST001747,59,Female,Salaried,66105,445990,82,91713,0.68,7,4,0.15,1.39,1,High Risk,Not Eligible,476
CUST001748,22,Male,Unemployed,36555,472786,6,38776,0.19,7,4,0.08,1.06,1,High Risk,Not Eligible,378
CUST001749,58,Male,Self-Employed,79934,575986,280,26600,0.51,1,6,0.14,0.33,1,High Risk,Not Eligible,322
CUST001750,59,Female,Salaried,80788,268254,294,84787,0.13,11,5,0.3,1.05,1,High Risk,Not Eligible,306
CUST001751,46,Male,Salaried,85257,480197,173,29809,0.25,2,4,0.18,0.35,1,High Risk,Not Eligible,390
CUST001752,35,Male,Self-Employed,25939,136458,244,26756,0.33,5,2,0.19,1.03,1,Medium Risk,Eligible with Conditions,526
CUST001753,54,Female,Salaried,136068,220192,27,62469,0.16,8,4,0.62,0.46,1,High Risk,Not Eligible,372
CUST001754,62,Female,Salaried,8036,247282,298,41368,0.33,6,4,0.03,5.15,1,High Risk,Not Eligible,406
CUST001755,64,Female,Student,101948,207929,176,80185,0.14,14,3,0.49,0.79,1,High Risk,Not Eligible,428
CUST001756,60,Male,Salaried,91707,36566,290,79902,0.4,14,3,2.51,0.87,1,High Risk,Not Eligible,480
CUST001757,31,Male,Self-Employed,47051,246300,197,14880,0.47,13,1,0.19,0.32,1,Medium Risk,Eligible with Conditions,614
CUST001758,23,Female,Salaried,88738,28798,173,86319,0.07,13,0,3.08,0.97,1,Low Risk,Eligible,594
CUST001759,26,Male,Self-Employed,81596,411781,122,60155,0.61,7,6,0.2,0.74,1,High Risk,Not Eligible,342
CUST001760,29,Female,Self-Employed,68071,28027,10,90762,0.15,3,6,2.43,1.33,1,High Risk,Not Eligible,300
CUST001761,26,Female,Salaried,138613,505252,136,68316,0.18,6,0,0.27,0.49,1,Low Risk,Not Eligible,616
CUST001762,29,Male,Self-Employed,81601,495847,97,73856,0.47,9,4,0.16,0.91,1,High Risk,Not Eligible,434
CUST001763,59,Female,Salaried,37873,244628,255,11727,0.34,3,1,0.15,0.31,1,Medium Risk,Eligible with Conditions,588
CUST001764,51,Male,Student,79468,586166,14,80260,0.36,14,1,0.14,1.01,1,Medium Risk,Eligible with Conditions,592
CUST001765,52,Male,Student,34470,574494,55,42211,0.12,13,5,0.06,1.22,1,High Risk,Not Eligible,304
CUST001766,61,Female,Salaried,16328,63334,298,88469,0.57,13,6,0.26,5.42,1,High Risk,Not Eligible,334
CUST001767,32,Male,Salaried,145405,339467,133,81930,0.44,13,3,0.43,0.56,1,High Risk,Not Eligible,488
CUST001768,28,Female,Salaried,129173,582907,253,44417,0.12,6,1,0.22,0.34,1,Medium Risk,Eligible with Conditions,544
